stilling_id,original_text,text_length,word_count
10189432,"Øksnes - for flere! Er du klar for en spennende jobb? Øksnes kommune er en mangfoldig kommune, Tangsprellen barnehage er Øksnes i miniatyr! Arbeidsoppgaver Pedagogisk arbeid med fokus på mangfold, kultur, språk og relasjoner i barnehagen. Vi skal gjennom samarbeid utvikle et bedre tjenestetilbud på tvers av enheter og sektorer. Kvalifikasjoner Barnehagelærer med mangfolds- eller migrasjonspedagogikk for fordypning eller videreutdanning. Har du annen pedagogisk utdanning som kvalifiserer for arbeid i barnehage og i tillegg videreutdanning i barnehagepedagogikk og mangfolds-/migrasjonspedagogikk, så er vi også interessert i din søknad. Personlige egenskaper Vi søker en pedagog som er faglig dyktig, engasjert og løsningsfokusert. Vi trenger deg som er kultursensitiv, opptatt av å skape gode relasjoner i barnegruppa og som har et ekstra engasjement for språk og begreper. Den som ansettes må fremlegge politiattest i henhold til Lov om barnehager. Personlig egnethet vil bli vektlagt. Menn oppfordres til å søke. Vi tilbyr Variert arbeid i positivt miljø. Tilsetting på vanlige kommunale vilkår. Fra lønnen trekkes 2 % innskudd til pensjonsordning. God forsikringsordning og lånevilkår i KLP.",1200,172
10189438,Vi har ledig stilling som veileder kantine ved Gjerdrum ungdomsskole. Stillingen er en 50 % stilling med snarlig oppstart. Kanditater som har mulighet til oppstart umiddelbart etter nyttår vil bli prioritert.,208,31
10189441,"Mestringsenheten har ledig fast 100 prosent stilling som sykepleier/vernepleier ved Geithusberga bofellesskap. Det er ønskelig med videreutdannelse innen psykisk helse og rusarbeid, eller annen relevant videreutdannelse. Stillingen er i turnus med dag og aftenvakter, langvakter hver sjette helg.",296,38
10189442,"Vi søker etter servitører/ tilkallingsvakter som kan jobbe sammen med oss i et til tider hektisk miljø. Vi trenger deg som kan jobbe både dagtid, kveldstid og helger, da vi serverer frokost, lunsj og middag. Lønn etter tariff. Referanser er ønskelig.",250,41
10189447,"Caverion leverer smarte tekniske løsninger og service for bygg, industri og infrastruktur. Vårt unike tjenestetilbud dekker hele livssyklusen: design, konstruksjon og vedlikehold. Vår visjon er å være førstevalget innen digitalisering av bygg, industri og infrastruktur. Selskapet har en omsetning i overkant av 3,6 milliarder kroner og 2 500 medarbeidere i Norge. Caverion-konsernet hadde i 2018 en omsetning på ca. 21 milliarder kroner og nærmere 15.000 medarbeidere i 10 land i Europa.",488,71
10189448,"Hjemmesykepleien søker spesialsykepleier/sykepleier i 100 prosent fast stilling med kompetanse og erfaring innen demensområdet, cirka 20 prosent av stillingen er arbeid i hukommelsesteamet. Stillingen er i turnus med dag/kveld og helgevakter.",242,31
10189450,"# AS er et heleid datterselskap av # AB og teller 16 ansatte og holder til på Kjellerholen på utsiden av Lillestrøm. På globalt nivå er # over 400 ansatte, med lokasjoner i Sverige, Norge, Danmark, Nederland, Polen og UK. Hovedkontoret er stasjonert i Lund i Sverige",266,47
10189455,"Wärtsilä operates in 80 countries around the world and employs people with very diverse skills, background and ambitions. We believe in equal opportunities and personal growth and want to support our employees in finding their own path within Wärtsilä.",252,39
10189457,For kunde innen olje- og gassbransjen søker vi etter en lagersjef til Mongstad. Vi ser etter deg som har erfaring som leder på lager. Oppstart snarest. Langvarig engasjement.,174,28
10189458,Ett av landets fremste museer innenfor internasjonal samtidskunst har nå ledig stilling som formidlingsansvarlig. Til stillingen ligger et særskilt ansvar for utvikling og gjennomføring av museets formidlingstilbud for ulike målgrupper og ansvar for museets formidlingsstab av verter og omvisere. Stillingen svarer til konservator -- leder for kunstfaglig avdeling.,365,48
10189461,Dame på 67 år har cp og rullestolbruker søker nå etter 4 faste assistenter førtløpende. Har pr i dag 3 ledige stillinger og den fjerde blir ledig i februar neste år 2020 pga en går av med pensjon. Dagvakt fra 9-15. Kveldsvakt fra 16-2015. Hver tredje helg lørdag og søndag fra 9 til 1745. Det er 2 vakter hver dag hele uken mandag til fredag. Må være plikoppfyllende og være godt voksen. Må kunne godt norsk. Må tåle røyk og ikke være redd for hunder. Trenger hjelp til det meste hjemme som ute. Bor på vestsia i porsgrunn. Send søknad og cv til min epost aasmajoh@online.no Ta gjerne kontakt å få mer info om hva jobben går ut på. Tlf #. Blir lønnet av porsgrunn kommune. Åse Jeg sender denne annonsen til stilling@nav.no på vegne av porsgrunn kommune/borgehaven.,764,138
10189466,"Vi søker etter driftsteknikere til våre matfisklokaliteter i region Trøndelag. Vi tilbyr jobb i Norges mest spennende næring, der du kan være ute i frisk luft i fantastiske omgivelser. Vi søker etter deg som er punktlig, ærekjær og kvalitetsbevisst. Om du føler at dette treffer deg oppfordrer vi deg til å søke!",312,52
10189468,Har du lyst på utfordringer i et av Nordens ledende installasjonsselskap? Får du energi av variasjon og raskt tempo i et hyggelig og uformelt miljø? Da kan Bravida være rett arbeidsgiver for deg!,195,33
10189469,For v år samarbeidspartner som også er en prisvinnende aktør i sin bransje søker vi nå flere teammedlemmer for deres salgsteam. Du vil jobbe med kjente merkevarer innen bank/finans og energi og strøm.,200,33
10189470,"Humana brukerstyrt personlig assistanse er en del av Nordens største fagmiljø innen brukerstyrt personlig assistanse (BPA). Vi tilbyr skreddersydde BPA-løsninger til funksjonshemmede over store deler av Norge. Hos oss er BPA funksjonshemmedes verktøy til å leve et fritt, fleksibelt og selvstyrt liv. For mer informasjon om Humana, se www.humananorge.no",353,49
10189478,Skolsegglia FUS barnehage ligger flott til på Brånåsen med marka som nærmeste nabo. Barnehagen har plass til 90 barn og trenger nå ytterligere 3 pedagogiske medarbeider i vår personalgruppe.,190,29
10189479,"Vi söker just nu efter en Sykepleier till ett förmånligt uppdrag inom hemsjukvården. Arbetet är förlagt i vackra Østfold fylke, i närheten av Oslo. Detta vikariat sträcker sig under perioden 6:e januari till och med 31:a januari. Vi önskemål finns det sannolikt möjlighet till förlängning till och med den 31:a mars. Arbetsuppgifter: Arbetsuppgifterna omfattar bland annat vård och omsorg, att ge stöd och vägledning till patienten och anhöriga, rehabilitering och palliativ vård i hemmet. Hembesöken täcker hela kommunen. Vi vill underlätta för människor att kunna stanna hemma längre. Vi har patienter i alla åldersspann vilket gör arbetsuppgifterna och dagarna varierande och spännande. Kvalifikationer: *Du är legitimerad Sykepleier. *Du har B-körkort då arbetet sträcker sig hela kommunen *Du talar och skriver något av de skandinaviska språken obehindrat Det är meriterande ifall du redan har norsk autorisasjon, dvs. behörighet att verka inom norsk sjukvård. I annat fall hjälper vi dig att ansöka om detta. Vi erbjuder: *Hög lön och goda arbetsvillkor *Vi står för både resa och boende *En trygg arbetsmiljö Personliga egenskaper: *Du sätter alltid patienten i fokus *Positiv inställning och flexibel problemlösare *Ett intresse av att ständigt utveckla din kompetens *Förmåga att arbeta strukturerat och effektivt med hög kvalitet *Du arbetar självständigt, men har även en god samarbetsförmåga Arbetsort: Østfold fylke, Norge Omfattning: Heltid, 100% Uppstart: 6:e januari Uppdragets längd: 2 veckor / 3 månader Sista ansökningsdag Snarast Varmt välkommen att skicka din ansökan till oss, och tveka inte att höra av dig för att få mer information om uppdraget!",1670,250
10189481,"#, lokalisert i Skien søker nå Bas til arbeid ved Herøya industripark. Vi ønsker å ansette lokalt personell, da arbeidstid er 37,5 timer per uke, mandag til fredag.",164,28
10189484,"Org. nr: - Stillingsident: # Presentasjon av stillingen: Er du vår nye seksjonssjef for dyr og slakteritilsyn? # er en av fem avdelinger i region nord med totalt 30 medarbeidere fordelt på to seksjoner. Den ene seksjonen består av inspektører som har tilsyn med dyr og slakteri, og den andre med fisk og mat. Nå søker vi seksjonssjef for dyr og slakteri. Som seksjonssjef får du et team som jobber for å sikre og tilrettelegge for god dyrehelse/dyrevelferd og oppfølging av slakterier. Kontorsted vil kunne være Sortland, Harstad eller Leknes. Vår avdeling i # er geografisk spredt, så vår nye sjef må håndtere god fjernledelse. Du får ansvaret for å lede og utvikle seksjonen i tett samarbeid med avdelingssjef. Mattilsynet er i kontinuerlig utvikling, så andre oppgaver vil kunne påregnes. Vi ser etter en person som: Er utdannet veterinær og har norsk autorisasjon Har ledererfaring Kan arbeide operativt, og også lede og utvikle sine medarbeidere Har gode kommunikasjons- og samarbeidsegenskaper Er en pådriver for teamutvikling og forbedringsarbeid Jobber målrettet, strukturert og gir ansvar Har god skriftlig og muntlig formuleringsevne på norsk Har førerkort klasse B Litt om jobben Sammen med avdelingssjef utgjør du avdelingens lederteam Du har personalansvar for seksjonens 8 ansatte Du får ansvar for å sikre god kvalitet i tilsynsarbeidet Du får også mulighet til å delta i noe operativt tilsynsarbeid Du ivaretar samarbeidsrelasjoner internt og eksternt Du får være med å utvikle en viktig jobb i en spennende region Vi tilbyr Vi tilbyr en spennende og meningsfylt lederstilling for deg som vil være med på å jobbe for vårt viktige samfunnsoppdrag., Stillingen er lønnet som seksjonssjef (kode 1211), med lønn etter kvalifikasjoner mellom kr 650 000 - kr 750 000. For spesielt kvalifiserte søkere kan høyere lønn vurderes. Vi tilbyr også gunstige avtaler for lån og pensjonssparing i Statens pensjonskasse. Slik søker du Når du sender inn søknaden din, oppgir du referanser i selve søknaden. Mattilsynet er opptatt av mangfold og vi oppfordrer derfor alle kvali¿serte kandidater til å søke jobb hos oss, uansett alder, kjønn, funksjonsevne eller etnisk bakgrunn. Kontaktinformasjon #, Regionsdirektør, #, Geir.Arne.Ystmark@mattilsynet.no Arbeidssted Strandgata 16 8400 Sortland, Harstad eller Leknes Søk på stillingen: Klikk her Nøkkelinformasjon: Arbeidsgiver:# Referansenr.:# Stillingsprosent: 100% Fast Søknadsfrist: 08.01.2020",2444,369
10189485,"Caverion leverer smarte tekniske løsninger og service for bygg, industri og infrastruktur. Vårt unike tjenestetilbud dekker hele livssyklusen: design, konstruksjon og vedlikehold. Vår visjon er å være førstevalget innen digitalisering av bygg, industri og infrastruktur. Selskapet har en omsetning i overkant av 3,6 milliarder kroner og 2 500 medarbeidere i Norge. Caverion-konsernet hadde i 2018 en omsetning på ca. 21 milliarder kroner og nærmere 15.000 medarbeidere i 10 land i Europa.",488,71
10189488,"Fretex har organisert sin virksomhet i tre virksomhetstyrte aksjeselskaper. Disse er 100% eid av Frelsesarmeen gjennom eierselskapet # AS. Jobb og Oppfølging AS drives innenfor skjermet sektor. Formålet vårt er å bidra til at mennesker med nedsatt arbeidsevne får og beholder arbeid. Selskapets virksomhet skal drives i overensstemmelse med Frelsesarmeens verdigrunnlag. Ledige midlertidig stilling som Jobbkonsulent i Oppfølging # og Oppfølging AS på Modum har 1 midlertidige stillinger ledig knyttet til tiltaket Oppfølging. Stillingen har i første omgang en varighet på 6 måneder med mulighet for forlengelse. Vi har behov for svært rask oppstart, og vil kalle inn til intervjuer fortløpende. Arbeidet består blant annet av karriereveiledning, kontakt med næringslivet, løsningsfokusert og skreddersydd oppfølging og veiledning, og rapportskriving. # og Oppfølging AS har en solid og bredt sammensatt gruppe av jobbkonsulenter. Vi vil tilstrebe et mangfold både når det gjelder alder, kjønn, etnisk bakgrunn, kompetanse og erfaring. Personlige egenskaper tillegges stor betydning. Vi søker initiativrike og utadvendte personer som kan arbeide selvstendig, og som gjerne har følgende kvalifikasjoner/egenskaper: Engasjert i mennesker Relevant utdanning på høyskolenivå. Et utadrettet jobb-fokus og kjennskap til næringslivet God muntlig og skriftlig fremstillingsevne Stor arbeidskapasitet og evne til å holde mange baller i luften Fleksibel og gode samarbeidsevner Løsningsorientert og kreativ Strukturert og målrettet Ha sertifikat og disponere egen bil Være mobil i distriktet Evne og vilje til å arbeide i tråd med Frelsesarmeens verdigrunnlag. Vi tilbyr: God opplæring Gode kolleger Trivelig og hektisk arbeidsmiljø Faglige utfordringer Lønn etter avtale Stillingen byr på spennende utfordringer i et solid fagmiljø og godt arbeidsmiljø. Søknadsfrist er 30. desember 2019 Nærmere informasjon om stillingen fås ved henvendelse til # M. Hemmingby, tlf. # eller #, tlf #. Link til søknadsskjema: Send søknad For mer informasjon kontakt: , Janne M Hemmingby, Mobil #, Epost: Janne.marie.hemmingby@fretex.no",2109,295
10189493,"Avdelingsleder Arbeidsoppgaver I nært samarbeid med virksomhetsleder ved sykehjemmet lede personalet Å bidra til å sikre at tjenesteutøvelsen i avdelingen kjennetegnes av gjennomgående forsvarlighet, kvalitet og service og følger gjeldende avtaler, vedtak, planer og rutiner Bidra sammen med virksomhetsleder til å videreutvikle et godt arbeidsmiljø og et attraktivt fagmiljø Kvalifikasjoner 3-årig helsefaglig høgskole- eller universitetsutdanning på nivå med bachelorgrad eller tilsvarende Det er ønskelig med ledererfaring Personlige egenskaper er åpen, involverende og samarbeidsorientert utøver godt lederskap er resultat- og utviklingsorientert har gode kommunikasjonsferdigheter er tydelig, strukturert, synlig og har evne til å utfordre og stille krav til medarbeiderne. Det vil bli lagt betydelig vekt på personlige egenskaper Kontaktinformasjon # Arbeidssted Årnsethflata 32 7100 Rissa Søk på stillingen: Klikk her Nøkkelinformasjon: Arbeidsgiver:# kommune Referansenr.:# Stillingsprosent: 100% Fast Startdato: 03.02.2020 Søknadsfrist: 31.12.2019",1056,130
10189497,"Narvesen er kiosken med stor K og har vært en av Norges ledende servicebedrifter i mer enn 100 år. Kjeden ble etablert i 1894 av #, og har over 340 kiosker i hele Norge, med over 200.000 kundebesøk hver dag. Vi skal hjelpe våre kunder med påfyll i en ellers så travel hverdag. Vår motivasjon er at våre kunder skal føle seg litt bedre på vei ut av kiosken, enn det de gjorde da de kom inn - for vi skal være et lyspunkt i hverdagen.",432,86
10189506,"For one of our Norwegian flagged LNG tankers, we are searching for an experienced and motivated #. Read more about our LNG fleet here . Duties and responsibilities # is responsible for the deck department and a member of the #. # is also the main responsible for # and daily work on deck. To mention some areas of the responsibilities, we can list the following: understand and follow the Company HSE&QA # Deputy SSO Planning and safe execution of # Follow up junior deck officers in the operation aspects of LNG cargo handling Navigational watches # Qualifications Experience from LNG vessels # licence (# II/2) Tankerman highest grade (gas) GMDSS ECDIS BRM STCW Safety courses (A-VI/1,2-1,2-2,3,4-1,4-2) # Personal qualities # on safety and the environment Team player Solution oriented and ""can-do"" attitude You are an active and visible leader We can offer A fully integrated shipping company A professional and challenging environment with great possibilities for training and development 6-8 weeks rotation Contacts #, #, +# 73 Location Smedasundet 40 5529 Haugesund Apply for position: Click here Key information: Employer:# Reference number:# Percentage of full-time: 100% Application deadline: 31/01/2020",1213,190
10189507,"Denne rekrutteringsprosessen utføres av StandOut AS. Keycom AS er # i region Vest og sammen skal de nå gjennomføre Telenors storsatsning på fibersalg mot borettslag på Vestlandet. Vi søker derfor etter deg som vil jobbe strategisk med salg mot borettslag. Du vil ha ansvar for hele salgsprosessen, fra å kontakte kunden til å avslutte salget. Med god markedskunnskap og som en relasjonsbygger identifiserer du behov og selger Tv og fiber-løsninger til sameier og borettslag. Med ansvar for sluttsalg er det en fordel hvis du har erfaring med avtaleforhandling og anbudsbesvarelse. Du blir en del av et dynamisk og ambisiøst team som sitter i helt nye kontorer sentralt i Bergen. Opplæring, tett oppfølging og gode rammevilkår skal legge til rette for at du vil lykkes i jobben! Du liker å jobbe proaktivt, selvstendig og målrettet. Du trigges av å oppnå resultater og strukturerer arbeidsdagen for å oppnå dine mål. Du har gode kommunikasjonsferdigheter og en profesjonell tilnærming til kunder. Som en selger ser du gode muligheter samtidig som du tar veloverveide avgjørelser. Du har erfaring fra salg og kan vise til gode oppnådde salgsresultater. I tillegg er du fleksibel og trives med noen reisedøgn, da jobben i perioder vil innebære reise. Vi tilbyr: God fastlønn, provisjon og billønn God opplæring og oppfølging Et ambisiøst og positivt arbeidsmiljø Store muligheter for at du skal kunne utvikle deg som selger Arbeidsoppgaver: Ansvar for å innhente nye borettslagskunder Prospektering og leadsgenerering Gjennomføre møter, presentere og selge til styrer og generalforsamlinger Sikre høy kundetilslutning og kundetilfredshet Jobbe tett med interne og eksterne aktører for å sikre konkurransefortrinn for Telenor i regionen Til enhver tid være oppdatert på konkurrenters tilbud og aktiviteter Kvalifikasjoner: Grunnleggende datakunnskaper Salgserfaring Positivt med erfaring fra forhandlinger og anbudsbesvarelse Kjennskap til borettslag og boligbyggelag i områdene er en fordel Trigges du av stillingsbeskrivelsen? For å søke på denne stillingen må du benyttes søkerknappen øverst i annonsen - andre søkere vil ikke bli vurdert. Vi innkaller til intervju og ansetter fortløpende. Har du spørsmål om stillingen? Ta kontakt med # (+47 #).",2246,339
10189512,"Vi søker etter en svensktalenede person som ønsker å være med å videreutvikle vår nettbaserte kursportefølje. Hva du studerer er ikke det viktigste, det er at du er nysgjerrig og har god formuleringsevne på svensk.",214,35
10189525,"TV 2 Sporten ønsker å styrke meningsjournalistikken innen sport. Vi leter derfor etter en allmennekspert med et oppriktig og brennende ønske om å bidra til en engasjerende, opplysende og levende debatt rundt norsk og internasjonal idrett. Vårt mål er å være ledende på sportsdebatten i Norge.",292,46
10189535,Jeg er en trivelig mann i 60 åra som er bosatt i en enebolig på Tomter sammen med min ektefelle som også er ufør.,113,24
10189539,"Rekrutteringsprosessen utføres av StandOut AS Keycom og Telenor satser hardt på utvidelse av fibernetter og skal flytte tusenvis av eksisterende privatkunder fra gamle løsninger over til ny fiberteknologi i hele Norge. I den forbindelse søker vi to nye selgere til et reisende team. Vi ser etter deg som er ute etter en fleksibel jobb og som ønsker å utvikle deg - enten du er ny eller erfaren innen salgs- og kundearbeid. Hos oss får muligheten til å jobbe i et selskap som kan tilby spennende utfordringer og du blir en del av en positiv kultur. Du får selvsagt tilgang på det ypperste av systemer og verktøy for å kunne lykkes sammen med oss. Du blir en del av et dynamisk og uformelt miljø med god takhøyde, hvor trivsel er i fokus for alle ansatte i selskapet. Keycom holder til i nye og flotte lokaler i Damsgårdsveien. Dette er et samlingssted for de ansatte der det er tilrettelagt for gode arbeidsstasjoner, felles lunsj og andre felles goder. Se gjerne bilder av kontoret nederst i annonsen. For denne jobben må du gjerne ha erfaring fra kundepleie/salg, men det er ikke et krav da alle nyansatte skal gjennom et omfattende opplæringsprogram. Om jobben: I denne stillingen vil du bli en del av et kompetent salgsteam med en erfaren leder. Stillingen byr på spennende reiseprosjekter, der hovedvekten vil være salg mot eksisterende privatkunder, mens siste del vil være oppsøkende nysalg. Du må ha anledning til å reise i ca. 2-3 uker sammenhengende i måneden, hvor du vil ha ca. 1-2 uker fri mellom reiser. Vi tilbyr: Trening og erfaring i kommunikasjon, salg og kundepleie Grundig og god opplæring Konkurransedyktige vilkår Karrieremuligheter for den rette Vi søker deg som: Har interesse for salg og markedsføring Lærevillig Motivert Fleksibel til å kunne reise i perioder på 2 - 3 uker Salgserfaring er en fordel, men ikke et krav Du er minimum 18 år, har førerkort klasse B og har plettfri vandel For å søke på denne stillingen må du benyttes søkerknappen øverst i annonsen. Bare søkere som registrerer seg elektronisk vil bli vurdert for stillingen. Har du spørsmål om stillingen? Ta kontakt med # (+47 #).",2121,360
10189541,Har du nylig fullført dine IT-studier eller fullfører studiet våren 2020? # ser nå etter en junior utvikler med ambisjoner om å jobbe fullstack med en rekke spennende teknologier.,179,29
